title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable landIce.mon.litemptop_tavg-u-hxy-is (LImon.litemptopIs),1239,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1239,mon landIce CMIP6 UKESM1 HadGEM3-GC31,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Temperature at Top of Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",K,CMIP6 CMOR variable,"land_class_mean(m01s08i576[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,"land_class_mean(m01s08i576[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,K
Variable landIce.mon.icem_tavg-u-hxy-is (LImon.icemIs),1238,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1238,mon landIce CMIP6,icem_tavg-u-hxy-is,land_ice_surface_melt_flux,"""comment"" was ""Loss of ice mass resulting from surface melting. Computed as the total surface melt water on the land ice portion of the grid cell divided by land ice area in the grid cell."";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Surface Ice Melt Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.hfss_tavg-u-hxy-is (LImon.hfssIs),1237,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1237,mon landIce CMIP6 UKESM1 HadGEM3-GC31,hfss_tavg-u-hxy-is,surface_upward_sensible_heat_flux,"""comment"" was ""Upward sensible heat flux from the ice sheet surface. The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air."";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Surface Upward Sensible Heat Flux,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",W m-2,CMIP6 CMOR variable,"land_class_mean(m01s03i290[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,"land_class_mean(m01s03i290[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,W m-2
Variable landIce.mon.hfls_tavg-u-hxy-is (LImon.hflsIs),1236,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1236,mon landIce CMIP6 UKESM1 HadGEM3-GC31,hfls_tavg-u-hxy-is,surface_upward_latent_heat_flux,"""comment"" was ""Upward latent heat flux from the ice sheet surface"";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Surface Upward Latent Heat Flux,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",W m-2,CMIP6 CMOR variable,"land_class_mean(m01s03i330[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,"land_class_mean(m01s03i330[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,W m-2
Variable landIce.mon.hfdsn_tavg-u-hxy-lnd (LImon.hfdsn),1235,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1235,mon landIce CMIP6 UKESM1 HadGEM3-GC31,hfdsn_tavg-u-hxy-lnd,surface_downward_heat_flux_in_snow,"""comment"" was ""the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as 0.0 for snow-free land regions or where the land fraction is 0.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean,the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as missing for snow-free land regions or where the land fraction is 0.,longitude latitude time,mon,Downward Heat Flux into Snow Where Land over Land,landIce,down,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,m01s08i202[lbproc=128],,m01s08i202[lbproc=128],,W m-2
Variable landIce.mon.agesno_tavg-u-hxy-lnd (LImon.agesno),1234,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1234,mon landIce CMIP6,agesno_tavg-u-hxy-lnd,age_of_surface_snow,"""cell_methods"" was ""area: mean where land time: mean (with samples weighted by snow mass)""; ; ""comment"" was ""Age of Snow (when computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.  Reported as missing data in regions free of snow on land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacella,area: mean where land time: mean (weighted by snow mass on land),"When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.  Reported as ""missing in regions free of snow on land.",longitude latitude time,mon,Mean Age of Snow,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean (with samples weighted by snow mass) CMIP7:area: mean where land time: mean (weighted by snow mass on land),; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",day,CMIP6 CMOR variable,,,,,
Variable landIce.mon.acabf_tavg-u-hxy-is (LImon.acabfIs),1233,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1233,mon landIce CMIP6 UKESM1 HadGEM3-GC31,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacella,area: time: mean where ice_sheet,"quantity averaged over ice_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",longitude latitude time,mon,Ice Sheet Surface Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,"land_class_mean(m01s08i578[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,"land_class_mean(m01s08i578[lbproc=128], m01s03i317[lbproc=128], land_class='iceElev')",,kg m-2 s-1
Variable landIce.yr.zvelsurf_tavg-u-hxy-is (IyrGre.zvelsurf),1232,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1232,yr landIce CMIP6,zvelsurf_tavg-u-hxy-is,land_ice_surface_upward_velocity,"""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface called 'surface' means the lower boundary of the atmosphere"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). The surface called ""surface"" means the lower boundary of the atmosphere",xgre ygre time,yr,Upward Component of Land-Ice Surface Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.zvelbase_tavg-u-hxy-is (IyrGre.zvelbase),1231,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1231,yr landIce CMIP6,zvelbase_tavg-u-hxy-is,land_ice_basal_upward_velocity,"""comment"" was ""A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). 'basal' means the lower boundary of the atmosphere"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""Upward"" indicates a vector component which is positive when directed upward (negative downward). ""basal"" means the lower boundary of the atmosphere",xgre ygre time,yr,Upward Component of Land-Ice Basal Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.yvelsurf_tavg-u-hxy-is (IyrGre.yvelsurf),1230,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1230,yr landIce CMIP6,yvelsurf_tavg-u-hxy-is,land_ice_surface_y_velocity,"""comment"" was ""A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere.'"";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called ""surface"" means the lower boundary of the atmosphere.'",xgre ygre time,yr,Y-Component of Land Ice Surface Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.yvelmean_tavg-u-hxy-is (IyrGre.yvelmean),1229,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1229,yr landIce CMIP6,yvelmean_tavg-u-hxy-is,land_ice_vertical_mean_y_velocity,,area: areacellg,area: time: mean where ice_sheet,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,xgre ygre time,yr,Y-Component of Land Ice Vertical Mean Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.yvelbase_tavg-u-hxy-is (IyrGre.yvelbase),1228,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1228,yr landIce CMIP6,yvelbase_tavg-u-hxy-is,land_ice_basal_y_velocity,"""comment"" was ""A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""y"" indicates a vector component along the grid y-axis, positive with increasing y. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.",xgre ygre time,yr,Y-Component of Land Ice Basal Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.xvelsurf_tavg-u-hxy-is (IyrGre.xvelsurf),1227,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1227,yr landIce CMIP6,xvelsurf_tavg-u-hxy-is,land_ice_surface_x_velocity,"""comment"" was ""A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called ""surface"" means the lower boundary of the atmosphere.",xgre ygre time,yr,X-Component of Land Ice Surface Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.xvelmean_tavg-u-hxy-is (IyrGre.xvelmean),1226,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1226,yr landIce CMIP6,xvelmean_tavg-u-hxy-is,land_ice_vertical_mean_x_velocity,,area: areacellg,area: time: mean where ice_sheet,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,xgre ygre time,yr,X-Component of Land Ice Vertical Mean Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.xvelbase_tavg-u-hxy-is (IyrGre.xvelbase),1225,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1225,yr landIce CMIP6,xvelbase_tavg-u-hxy-is,land_ice_basal_x_velocity,"""comment"" was ""A velocity is a vector quantity. 'x' indicates a vector component along the grid x-axis, positive with increasing x. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. 'basal' means the lower boundary of the land ice."";",area: areacellg,area: time: mean where ice_sheet,"A velocity is a vector quantity. ""x"" indicates a vector component along the grid x-axis, positive with increasing x. ""Land ice"" means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. ""basal"" means the lower boundary of the land ice.",xgre ygre time,yr,X-Component of Land Ice Basal Velocity,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.topg_tavg-u-hxy-gis (IyrGre.topg),1224,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1224,yr landIce CMIP6,topg_tavg-u-hxy-gis,bedrock_altitude,"""cell_methods"" was ""area: time: mean where ice_sheet""; ; ""comment"" was ""The bedrock topography beneath the land ice"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),This is needed in case bed rock elevation changes in time,xgre ygre time,yr,Bedrock Altitude,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where ice_sheet CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",m,CMIP6 CMOR variable,,,,,
Variable landIce.yr.tendlicalvf_tavg-u-hm-is (IyrGre.tendlicalvf),1223,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1223,yr landIce CMIP6,tendlicalvf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_calving,"""comment"" was ""The total calving flux over land ice is a spatial integration of the calving flux"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Total Calving Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.tendlibmassbf_tavg-u-hm-is (IyrGre.tendlibmassbf),1222,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1222,yr landIce CMIP6,tendlibmassbf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_basal_mass_balance,"""comment"" was ""The total basal mass balance flux over land ice is a spatial integration of the basal mass balance flux"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Total Basal Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.tendacabf_tavg-u-hm-is (IyrGre.tendacabf),1221,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1221,yr landIce CMIP6,tendacabf_tavg-u-hm-is,tendency_of_land_ice_mass_due_to_surface_mass_balance,"""comment"" was ""The total surface mass balance flux over land ice is a spatial integration of the surface mass balance flux"";",,area: sum where ice_sheet time: mean,Greenland,time,yr,Total Surface Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.strbasemag_tavg-u-hxy-is (IyrGre.strbasemag),1220,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1220,yr landIce CMIP6,strbasemag_tavg-u-hxy-is,land_ice_basal_drag,,area: areacellg,area: time: mean where ice_sheet,Magnitude of basal drag at land ice base,xgre ygre time,yr,Land Ice Basal Drag,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",Pa,CMIP6 CMOR variable,,,,,
Variable landIce.yr.snc_tavg-u-hxy-is (IyrGre.snc),1219,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1219,yr landIce CMIP6,snc_tavg-u-hxy-is,surface_snow_area_fraction,"""comment"" was ""Percentage of each grid cell that is occupied by snow that rests on land portion of cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet  only, to avoid contamination from other surfaces (eg: permafrost)",xgre ygre time,yr,Snow Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.yr.sftgrf_tavg-u-hxy-u (IyrGre.sftgrf),1218,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1218,yr landIce CMIP6,sftgrf_tavg-u-hxy-u,grounded_ice_sheet_area_fraction,"""comment"" was ""Percentage of grid cell covered by grounded ice sheet"";",area: areacellg,area: time: mean,This is needed in case the grounded ice sheet area changes in time (NO floating ice shelf),xgre ygre time,yr,Grounded Ice Sheet Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.yr.sftflf_tavg-u-hxy-u (IyrGre.sftflf),1216,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1216,yr landIce CMIP6,sftflf_tavg-u-hxy-u,floating_ice_shelf_area_fraction,"""comment"" was ""Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water"";",area: areacellg,area: time: mean,This is needed in case the floating ice sheet area changes in time (NO grounded ice sheet),xgre ygre time,yr,Floating Ice Shelf Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.yr.modelCellAreai_tavg-u-hxy-u (IyrGre.modelCellAreai),1214,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1214,yr landIce CMIP6,modelCellAreai_tavg-u-hxy-u,cell_area,"""comment"" was ""Horizontal area of ice-sheet grid cells""; ; ""cell_methods"" was ""area: time: mean"";",area: areacellg,area: sum time: mean,"When interpolated to a regular grid, it should be interpolated (not summed) with a conservative scheme to preserve total area",xgre ygre time,yr,The Cell Area of the Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: sum time: mean,; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m2,CMIP6 CMOR variable,,,,,
Variable landIce.yr.lithk_tavg-u-hxy-is (IyrGre.lithk),1213,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1213,yr landIce CMIP6,lithk_tavg-u-hxy-is,land_ice_thickness,"""comment"" was ""The thickness of the ice sheet"";",area: areacellg,area: time: mean where ice_sheet,This is needed in case ice sheet thickness changes in time,xgre ygre time,yr,Ice Sheet Thickness,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m,CMIP6 CMOR variable,,,,,
Variable landIce.yr.litemptop_tavg-u-hxy-is (IyrGre.litemptop),1212,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1212,yr landIce CMIP6,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xgre ygre time,yr,Temperature at Top of Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.yr.litempbot_tavg-u-hxy-gis (IyrGre.litempbotgr),1211,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1211,yr landIce CMIP6,litempbot_tavg-u-hxy-gis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded land ice,xgre ygre time,yr,Basal Temperature of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",K,CMIP6 CMOR variable,,,,,
Variable landIce.yr.litempbot_tavg-u-hxy-fis (IyrGre.litempbotfl),1210,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1210,yr landIce CMIP6,litempbot_tavg-u-hxy-fis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface.  Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating land ice,xgre ygre time,yr,Basal Temperature of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum time: mean where floating_ice_shelf (comment: mask=sftflf) copy,;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",K,CMIP6 CMOR variable,,,,,
